age  team  league  position  game_played  game_started  min_pg  fg_pg  fga_pg  fg_pct  fg3_pg  fg3a_pg  fg3_pct  fg2_pg  fg2a_pg  fg2_pct  efg_pct  ft_pg  fta_pg  ft_pct  orb_pg  drb_pg  trb_pg  ast_pg  stl_pg  blk_pg  tov_pg  pf_pg  pts_pg  draft_order  shoot_hand  player_height  player_weight  C  SG  SF  PG  PF  Right  Left  6-11  7-1  6-8  7-3  6-0  5-10  6-5  6-6  5-11  6-1  6-4  5-9  6-7  6-3  6-10  7-2  6-9  7-0  6-2  
23  PHO  NBA  C  64  0  14.0  1.9  4.2  .461  0.0  0.0  0.0  1.9  4.2  .461  .461  1.6  2.2  .714  1.4  1.9  3.3  0.3  0.3  0.9  0.7  2.0  5.4  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
24  NOH  NBA  C  82  82  26.0  4.7  8.8  .534  0.0  0.0  0.0  4.7  8.8  .534  .534  2.0  2.5  .778  2.8  2.9  5.6  0.8  0.4  1.6  1.3  2.0  11.3  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
25  POR  NBA  C  82  82  31.7  4.3  7.9  .551  0.0  0.0  .000  4.3  7.8  .552  .551  2.4  3.0  .818  4.0  4.6  8.5  0.9  0.3  1.7  1.0  2.4  11.1  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
26  POR  NBA  C  59  59  27.8  4.0  7.4  .535  0.0  0.0  .000  4.0  7.4  .537  .535  1.7  2.2  .772  3.2  3.5  6.7  0.9  0.3  1.4  1.2  2.1  9.6  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
27  NYK  NBA  C  82  82  27.1  4.4  8.1  .539  0.0  0.0  .000  4.4  8.1  .540  .539  1.6  2.0  .795  3.3  4.1  7.3  1.4  0.2  1.6  1.6  2.2  10.3  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
28  CHI  NBA  C  81  81  28.0  4.7  9.6  .493  0.0  0.0  .000  4.7  9.5  .494  .493  0.9  1.3  .721  3.0  3.4  6.4  1.0  0.2  1.4  1.1  1.9  10.4  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
29  CHI  NBA  C  23  23  29.9  5.9  11.3  .519  0.1  0.3  .286  5.8  11.0  .526  .523  1.5  1.9  .773  2.8  2.7  5.5  2.1  0.3  0.8  1.8  2.1  13.3  15  Right  7-0  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
20  MIN  NBA  C  81  37  25.3  3.9  8.5  .459  0.0  0.2  .105  3.9  8.3  .469  .461  3.3  4.1  .789  3.4  5.7  9.1  1.0  0.4  0.6  1.5  2.5  11.1  5  Right  6-10  251  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
21  MIN  NBA  PF  60  22  28.6  4.9  10.8  .450  0.6  1.8  .330  4.3  9.0  .474  .478  3.8  4.6  .815  3.8  7.2  11.0  2.3  0.7  0.4  2.0  2.3  14.0  5  Right  6-10  251  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
22  MIN  NBA  PF  73  73  35.8  6.6  14.1  .470  1.2  2.9  .417  5.4  11.2  .483  .513  5.8  6.8  .850  4.5  10.7  15.2  2.5  0.6  0.4  2.1  2.0  20.2  5  Right  6-10  251  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
23  MIN  NBA  PF  55  55  39.0  8.6  19.3  .448  1.9  5.1  .372  6.7  14.1  .475  .497  6.9  8.4  .824  4.1  9.2  13.3  2.0  0.9  0.5  2.3  2.8  26.0  5  Right  6-10  251  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
24  MIN  NBA  PF  18  18  34.3  5.8  16.6  .352  1.1  5.1  .217  4.7  11.4  .413  .386  5.6  7.9  .704  3.6  10.4  14.0  2.3  0.7  0.5  2.2  1.9  18.3  5  Right  6-10  251  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
26  CLE  NBA  PF  75  75  33.8  5.5  12.7  .434  1.9  5.2  .367  3.6  7.5  .480  .509  3.4  4.3  .804  1.9  7.9  9.7  2.2  0.7  0.5  1.6  1.9  16.4  5  Right  6-10  251  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
28  CLE  NBA  PF  60  60  31.4  6.2  14.5  .427  2.4  6.5  .373  3.8  8.0  .471  .510  4.3  4.9  .871  2.5  8.6  11.1  1.9  0.9  0.4  2.0  2.1  19.0  5  Right  6-10  251  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
21  MEM  NBA  PG  82  9  25.5  3.1  7.2  .432  0.4  1.7  .257  2.7  5.5  .487  .463  3.0  4.2  .698  0.5  2.5  3.0  3.6  1.1  0.3  1.5  2.3  9.6  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  MEM  NBA  PG  49  21  21.9  2.3  5.6  .412  0.3  1.4  .246  1.9  4.1  .468  .443  2.6  3.3  .801  0.3  2.0  2.3  3.6  1.0  0.2  1.6  1.8  7.6  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  HOU  NBA  PG  28  0  21.7  2.8  5.8  .475  0.3  1.0  .276  2.5  4.8  .519  .500  1.9  2.3  .800  0.5  2.3  2.8  3.5  0.8  0.3  1.4  2.0  7.6  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  HOU  NBA  PG  75  71  34.2  4.6  10.8  .426  1.7  4.6  .376  2.9  6.2  .464  .506  2.6  3.3  .765  1.2  2.9  4.1  6.7  1.4  0.3  2.1  2.8  13.5  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  TOR  NBA  PG  79  79  36.2  5.8  13.7  .423  2.4  6.3  .380  3.4  7.3  .460  .511  4.0  4.9  .813  1.1  3.6  4.7  7.4  1.5  0.2  2.5  3.4  17.9  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
28  TOR  NBA  PG  70  70  34.5  6.1  14.9  .412  1.9  5.6  .338  4.3  9.3  .457  .476  3.6  4.5  .808  0.8  3.9  4.7  6.8  1.6  0.2  2.5  3.0  17.8  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
29  TOR  NBA  PG  77  77  37.0  6.6  15.6  .427  2.8  7.1  .388  3.9  8.5  .461  .516  5.2  6.4  .811  0.7  4.0  4.7  6.4  2.1  0.4  2.9  2.7  21.2  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  TOR  NBA  PG  60  60  37.4  7.1  15.3  .464  3.2  7.8  .412  3.9  7.5  .518  .569  5.0  6.1  .819  0.8  4.0  4.8  7.0  1.5  0.3  2.9  2.8  22.4  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
31  TOR  NBA  PG  22  22  32.8  5.4  11.8  .458  3.1  7.4  .417  2.3  4.4  .526  .588  2.7  3.0  .894  0.6  5.6  6.3  7.1  0.9  0.1  2.6  2.4  16.6  24  Right  6-0  205  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
21  PHI  NBA  SF  69  19  17.2  2.1  5.2  .402  0.7  2.3  .311  1.4  2.9  .475  .471  1.5  1.8  .854  0.4  1.8  2.2  1.1  0.5  0.1  1.1  2.2  6.4  24  Right  6-6  205  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
22  PHI  NBA  SF  23  0  16.5  2.3  5.8  .403  1.0  3.3  .320  1.3  2.6  .508  .493  1.1  1.5  .743  0.4  1.3  1.8  0.9  0.3  0.0  0.9  2.1  6.9  24  Right  6-6  205  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
20  UTA  NBA  PF  80  33  17.3  2.4  5.5  .438  0.6  1.6  .383  1.8  3.9  .461  .494  0.7  1.0  .695  0.7  3.0  3.7  0.7  0.3  0.2  0.8  1.4  6.1  12  Right  6-10  234  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
21  UTA  NBA  PF  71  4  16.3  2.2  6.2  .362  0.9  2.9  .319  1.3  3.3  .400  .436  0.8  1.1  .722  0.7  2.6  3.3  1.0  0.4  0.3  0.9  1.4  6.2  12  Right  6-10  234  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
22  DEN  NBA  PF  19  0  12.3  2.1  4.2  .494  0.7  1.6  .433  1.4  2.6  .531  .576  0.8  1.1  .800  0.7  2.4  3.2  0.7  0.3  0.5  0.6  0.7  5.6  12  Right  6-10  234  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
24  WAS  NBA  SG  30  3  9.6  1.0  2.5  .400  0.2  1.0  .233  0.8  1.5  .511  .447  0.8  0.9  .852  0.1  1.0  1.1  0.5  0.3  0.1  0.2  0.6  3.0  61  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
21  WAS  NBA  PG  64  0  12.2  1.4  3.4  .400  0.2  0.7  .286  1.2  2.8  .427  .427  0.7  0.9  .712  0.2  1.3  1.4  2.0  0.4  0.0  0.8  0.8  3.6  34  Right  6-3  203  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
22  ATL  NBA  PG  20  1  13.4  2.1  4.2  .488  0.7  1.8  .400  1.4  2.5  .551  .571  0.4  0.7  .571  0.0  1.2  1.2  2.2  0.5  0.0  1.2  1.4  5.2  34  Right  6-3  203  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
24  ATL  NBA  PG  55  0  15.1  2.1  5.3  .401  0.7  2.3  .315  1.4  3.0  .467  .469  0.5  0.6  .806  0.1  1.3  1.4  2.8  0.5  0.0  0.9  0.6  5.4  34  Right  6-3  203  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
25  UTA  NBA  PG  28  27  31.4  5.1  11.4  .444  1.3  3.5  .357  3.8  7.9  .482  .498  1.3  1.8  .735  0.4  3.4  3.8  5.3  0.9  0.1  2.9  2.3  12.7  34  Right  6-3  203  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
26  UTA  NBA  PG  55  9  21.9  3.1  6.9  .446  0.7  2.2  .308  2.4  4.7  .510  .495  1.0  1.4  .688  0.4  1.9  2.3  2.8  0.8  0.1  1.6  1.8  7.8  34  Right  6-3  203  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
19  MIL  NBA  C  57  34  9.9  1.5  3.2  .459  0.5  1.3  .378  1.0  1.9  .514  .536  0.6  0.9  .653  0.7  1.3  2.0  0.4  0.2  0.5  0.3  1.5  4.0  10  Right  7-1  216  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
20  MIL  NBA  C  23  8  18.7  1.6  4.2  .381  0.4  1.5  .286  1.2  2.7  .435  .433  0.7  1.0  .652  0.9  2.3  3.3  0.7  0.7  0.7  0.7  2.6  4.3  10  Right  7-1  216  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  SAS  NBA  C  54  4  9.4  1.9  3.2  .603  0.0  0.0  0.0  1.9  3.2  .603  .603  1.6  2.1  .763  1.4  2.2  3.6  0.4  0.2  0.4  0.5  1.0  5.5  61  Right  7-3  290  1  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
20  CHI  NBA  PF  23  23  30.6  5.0  12.8  .390  2.3  6.8  .331  2.7  6.0  .457  .478  2.0  2.5  .825  1.1  6.8  7.9  1.4  0.6  0.6  1.4  1.8  14.3  7  Right  7-0  230  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
21  PHO  NBA  PG  48  3  14.6  1.2  3.1  .371  0.5  1.5  .315  0.7  1.6  .423  .447  0.2  0.3  .571  0.1  0.8  0.9  3.0  0.5  0.1  1.2  1.0  3.0  13  Left  6-4  200  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  
23  MIL  NBA  PG  28  3  14.9  1.6  3.6  .455  0.6  1.6  .391  1.0  2.0  .509  .545  0.3  0.3  .889  0.1  0.9  1.0  3.1  0.8  0.0  1.3  0.9  4.2  13  Left  6-4  200  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  
21  MEM  NBA  PF  27  0  14.1  2.0  4.3  .466  0.0  0.1  .000  2.0  4.2  .474  .466  1.7  2.3  .726  1.4  1.7  3.2  0.6  0.3  0.3  0.7  2.1  5.7  25  Right  6-10  239  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
22  MEM  NBA  PF  42  3  13.3  1.4  3.6  .384  0.2  0.6  .360  1.2  3.0  .389  .414  1.0  1.2  .800  1.0  2.9  3.9  0.2  0.4  0.2  0.7  2.2  3.9  25  Right  6-10  239  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
23  MEM  NBA  PF  23  12  17.6  1.8  4.6  .400  0.3  1.3  .258  1.5  3.2  .459  .438  0.6  0.8  .778  1.0  2.3  3.2  0.4  0.6  0.8  0.9  2.8  4.6  25  Right  6-10  239  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
23  SAC  NBA  PG  17  0  17.6  2.8  6.4  .435  0.7  1.4  .500  2.1  4.9  .417  .491  1.9  2.5  .762  0.4  1.3  1.7  3.2  0.4  0.0  1.5  1.2  8.1  34  Right  6-0  189  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  POR  NBA  SG  82  69  33.6  5.4  11.9  .449  1.9  4.6  .407  3.5  7.3  .476  .528  3.2  3.8  .844  0.6  2.6  3.1  2.0  1.2  0.1  1.7  2.4  15.9  61  Right  6-5  220  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
26  POR  NBA  SG  69  69  34.8  5.1  11.7  .436  2.4  6.2  .398  2.7  5.6  .478  .540  2.2  2.7  .797  0.5  2.3  2.8  2.5  1.3  0.3  1.6  2.5  14.8  61  Right  6-5  220  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
27  POR  NBA  SG  82  82  33.9  5.4  12.3  .441  2.5  6.2  .393  3.0  6.1  .490  .541  3.1  3.7  .837  0.6  2.9  3.5  2.4  0.9  0.2  1.3  2.1  16.4  61  Right  6-5  220  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
28  POR  NBA  SG  60  60  33.7  5.6  12.5  .448  2.9  7.4  .389  2.7  5.1  .534  .563  1.8  2.4  .752  0.6  3.1  3.7  2.3  1.3  0.2  1.4  2.2  15.9  61  Right  6-5  220  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
29  DAL  NBA  SF  78  78  33.9  4.2  10.9  .388  2.4  6.7  .360  1.8  4.2  .432  .498  1.6  1.9  .863  0.3  2.7  3.1  1.9  1.0  0.2  1.0  2.3  12.5  61  Right  6-5  220  0  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
31  DAL  NBA  SG  25  24  34.3  4.0  10.2  .387  2.5  6.1  .405  1.5  4.1  .359  .508  1.2  1.5  .784  0.4  2.6  2.9  2.8  1.1  0.2  1.5  2.3  11.6  61  Right  6-5  220  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
21  MEM  NBA  SG  82  82  38.0  6.9  15.6  .438  1.8  4.6  .384  5.1  11.0  .461  .495  3.0  3.4  .879  0.7  3.1  3.8  3.2  1.1  0.2  2.8  2.5  18.5  3  Right  6-5  210  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
23  MEM  NBA  SG  71  17  26.3  4.3  10.5  .407  1.4  3.7  .364  2.9  6.8  .431  .471  1.4  1.8  .756  0.5  1.9  2.4  2.0  1.0  0.4  1.4  1.8  11.3  3  Right  6-5  210  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
25  DAL  NBA  SG  82  82  35.5  5.6  12.5  .449  1.7  4.3  .407  3.9  8.3  .471  .519  2.3  2.8  .820  0.4  3.1  3.5  4.4  1.1  0.3  2.6  2.4  15.3  3  Right  6-5  210  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
26  MIL  NBA  SG  52  23  25.9  4.3  10.6  .407  1.6  4.4  .370  2.7  6.2  .433  .484  1.5  1.7  .864  0.5  1.9  2.4  2.2  0.5  0.3  1.8  2.1  11.7  3  Right  6-5  210  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
28  MIL  NBA  SG  41  24  26.6  2.9  7.8  .371  1.3  4.0  .321  1.6  3.9  .421  .452  0.8  1.0  .775  0.3  2.2  2.6  2.9  1.2  0.2  1.8  3.1  7.8  3  Right  6-5  210  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
22  MIL  NBA  PF  82  52  25.8  2.8  6.0  .462  0.0  0.0  .000  2.8  5.9  .466  .462  1.7  2.3  .729  2.3  3.6  5.9  1.1  1.1  0.5  1.2  2.5  7.2  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
23  MIL  NBA  PF  73  62  25.6  2.4  5.1  .480  0.1  0.2  .353  2.3  4.8  .486  .488  1.3  1.8  .699  2.3  3.1  5.5  1.1  0.8  0.5  1.0  2.5  6.2  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  MIL  NBA  PF  79  52  26.5  2.5  5.4  .463  0.0  0.1  .000  2.5  5.3  .470  .463  1.7  2.4  .707  2.1  3.2  5.3  0.9  0.9  0.4  1.0  2.3  6.7  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  MIL  NBA  PF  43  22  23.5  3.1  6.1  .510  0.0  0.1  .250  3.1  6.0  .514  .511  1.5  2.4  .641  1.8  3.5  5.3  0.7  0.9  0.5  0.9  2.2  7.7  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  MIN  NBA  PF  55  2  14.7  1.3  2.9  .447  0.1  0.3  .214  1.3  2.7  .469  .457  0.7  1.0  .685  0.9  1.3  2.2  0.4  0.4  0.2  0.7  0.9  3.3  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
28  PHI  NBA  PF  67  61  28.6  3.7  9.5  .395  0.9  3.0  .307  2.8  6.5  .435  .443  1.4  2.4  .589  1.2  3.7  4.9  1.6  1.2  0.3  1.5  1.6  9.9  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  LAC  NBA  SF  80  76  22.3  2.4  4.7  .505  0.5  1.4  .391  1.9  3.4  .552  .562  0.7  1.1  .678  0.6  1.6  2.1  0.5  1.0  0.4  0.6  1.5  6.1  37  Right  6-8  230  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
31  HOU  NBA  PF  21  3  26.3  2.8  5.8  .484  1.2  2.9  .410  1.6  2.9  .557  .586  0.9  1.2  .720  0.5  2.9  3.4  1.0  1.4  0.5  1.4  2.0  7.7  37  Right  6-8  230  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  GSW  NBA  PF  15  0  9.1  1.6  2.9  .545  0.0  0.0  0.0  1.6  2.9  .545  .545  0.9  1.7  .560  1.0  1.5  2.5  0.1  0.3  0.6  0.4  1.4  4.1  61  Right  6-9  230  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  
24  GSW  NBA  PF  52  2  8.8  1.2  2.3  .530  0.0  0.2  .250  1.2  2.1  .550  .538  0.4  0.8  .500  0.7  1.1  1.8  0.3  0.3  0.6  0.4  0.9  2.8  61  Right  6-9  230  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  
22  GSW  NBA  SG  23  1  13.2  1.5  3.0  .493  0.6  1.4  .406  0.9  1.6  .568  .587  0.3  0.4  .778  0.2  0.7  0.9  1.4  0.6  0.2  0.4  0.9  3.8  38  Right  6-7  185  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  
22  POR  NBA  SG  38  0  12.5  1.9  4.7  .416  0.8  2.1  .375  1.2  2.6  .449  .500  0.6  0.9  .676  0.2  1.1  1.3  0.7  0.4  0.1  0.9  1.4  5.3  10  Right  6-3  190  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
23  POR  NBA  SG  62  3  15.7  2.6  5.9  .436  0.9  2.2  .396  1.7  3.6  .460  .511  0.8  1.2  .699  0.2  1.2  1.5  1.0  0.7  0.1  0.8  1.3  6.8  10  Right  6-3  190  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
24  POR  NBA  SG  80  80  34.8  8.0  17.9  .448  2.5  5.9  .417  5.6  12.0  .463  .517  2.3  2.8  .827  0.6  2.7  3.2  4.3  1.2  0.3  2.5  2.3  20.8  10  Right  6-3  190  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
25  POR  NBA  SG  80  80  35.0  8.7  18.0  .480  2.3  5.5  .421  6.3  12.5  .506  .544  3.4  3.7  .912  0.8  2.9  3.6  3.6  0.9  0.5  2.2  2.5  23.0  10  Right  6-3  190  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
26  POR  NBA  SG  23  23  36.4  7.8  17.6  .443  2.6  5.7  .455  5.2  11.8  .438  .517  2.5  2.9  .866  0.7  3.7  4.4  2.7  1.0  0.3  2.0  2.6  20.7  10  Right  6-3  190  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
23  PHI  NBA  PG  81  17  19.8  2.7  5.7  .470  0.4  1.1  .348  2.3  4.6  .499  .503  0.3  0.5  .634  0.5  2.6  3.1  4.5  1.2  0.1  1.7  1.4  6.1  61  Right  6-2  200  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
24  PHI  NBA  PG  81  51  26.3  2.9  6.3  .461  0.1  0.7  .200  2.8  5.6  .492  .472  0.9  1.1  .811  0.5  2.6  3.1  6.6  1.7  0.1  2.0  1.7  6.9  61  Right  6-2  200  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
25  PHI  NBA  PG  21  1  24.0  2.9  5.6  .517  0.4  0.8  .563  2.5  4.9  .510  .555  0.5  0.6  .833  0.7  2.8  3.5  5.2  1.1  0.2  2.0  2.1  6.7  61  Right  6-2  200  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
20  BRK  NBA  PF  24  4  15.1  1.8  4.5  .404  0.5  1.4  .382  1.3  3.1  .413  .463  0.5  1.0  .478  1.0  1.8  2.8  0.4  1.2  0.5  0.6  1.6  4.7  29  Right  6-11  200  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
21  PHI  NBA  SG  52  15  25.4  3.2  8.1  .399  0.8  2.8  .293  2.4  5.2  .456  .450  1.9  2.5  .756  1.2  2.5  3.8  1.3  0.8  1.3  2.0  2.3  9.2  32  Right  6-6  205  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
23  BRK  NBA  SF  20  0  14.7  2.3  5.1  .455  0.6  2.0  .282  1.8  3.1  .565  .510  1.2  1.4  .821  0.5  2.2  2.6  0.5  0.6  0.5  1.0  1.3  6.3  32  Right  6-6  205  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
23  CHI  NBA  SF  36  0  8.9  1.2  3.0  .402  0.4  1.1  .317  0.8  1.8  .455  .463  0.3  0.4  .667  0.2  1.0  1.2  0.2  0.1  0.0  0.5  0.8  3.0  11  Right  6-8  225  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  CHI  NBA  SF  81  4  23.0  3.6  8.0  .452  1.4  3.2  .425  2.2  4.8  .470  .537  0.9  1.0  .857  0.5  2.0  2.4  0.7  0.2  0.1  0.7  1.6  9.4  11  Right  6-8  225  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  CHI  NBA  SF  44  4  24.5  3.8  8.5  .445  1.3  3.4  .373  2.5  5.1  .493  .520  1.3  1.5  .881  0.3  2.6  3.0  1.0  0.3  0.1  0.7  1.3  10.2  11  Right  6-8  225  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  OKC  NBA  SF  22  1  19.5  2.5  5.6  .452  1.0  2.6  .362  1.6  3.0  .530  .536  0.5  0.8  .706  0.3  2.0  2.2  0.6  0.1  0.0  0.3  1.0  6.6  11  Right  6-8  225  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
